Date,Time,COGT,NO2GT,RH
10 Jul 04,50400,1,62,16.8
10 Jul 04,54000,1,54,18.2
10 Jul 04,57600,0,59,18
10 Jul 04,61200,1,69,18.7
10 Jul 04,64800,1,67,21.4
10 Jul 04,68400,1,58,28.2
10 Jul 04,72000,1,77,33.7
10 Jul 04,75600,1,94,38.8
10 Jul 04,79200,1,97,43.2
10 Jul 04,82800,2,110,44.2
11 Jul 04,0,2,116,45.3
11 Jul 04,3600,1,74,47.5
11 Jul 04,7200,0,51,45.8
11 Jul 04,10800,1,-200,51.3
11 Jul 04,14400,0,40,50.3
11 Jul 04,18000,0,36,50.6
11 Jul 04,21600,0,35,48.8
11 Jul 04,25200,0,48,52.6
11 Jul 04,28800,0,38,44
11 Jul 04,32400,1,54,37.9
11 Jul 04,36000,1,57,33.6
11 Jul 04,39600,1,54,28.3
11 Jul 04,43200,0,46,25.9
11 Jul 04,46800,0,36,22.3
11 Jul 04,50400,0,19,20
11 Jul 04,54000,0,34,19.3
11 Jul 04,57600,1,63,17.7
11 Jul 04,61200,1,86,19.8
11 Jul 04,64800,1,65,24.1
11 Jul 04,68400,1,101,27.1
11 Jul 04,72000,2,116,30.9
11 Jul 04,75600,2,124,35.9
11 Jul 04,79200,2,136,43.2
11 Jul 04,82800,2,108,43.9
12 Jul 04,0,1,82,44
12 Jul 04,3600,1,68,46.4
12 Jul 04,7200,0,22,46.2
12 Jul 04,10800,0,-200,42.3
12 Jul 04,18000,0,43,51.8
12 Jul 04,21600,1,84,57.4
12 Jul 04,25200,3,108,54.3
12 Jul 04,28800,4,112,49.7
12 Jul 04,32400,2,104,46.3
12 Jul 04,36000,2,107,39.4
12 Jul 04,39600,2,102,33
12 Jul 04,43200,2,104,27.3
12 Jul 04,46800,2,96,27.9
12 Jul 04,50400,2,80,36.9
12 Jul 04,54000,1,72,34.9
12 Jul 04,57600,2,106,33.1
12 Jul 04,61200,3,119,36.3
12 Jul 04,64800,3,119,35.5
12 Jul 04,68400,3,128,35.7
12 Jul 04,72000,3,112,34.5
12 Jul 04,75600,2,95,36.8
12 Jul 04,79200,1,85,38.7
12 Jul 04,82800,2,101,39.4
13 Jul 04,0,2,94,47.7
13 Jul 04,3600,1,76,51.4
13 Jul 04,7200,0,50,53.4
13 Jul 04,10800,0,-200,51.1
13 Jul 04,14400,1,51,59.8
13 Jul 04,18000,1,42,56.8
13 Jul 04,21600,1,62,57.4
13 Jul 04,25200,4,111,54.3
13 Jul 04,28800,5,129,48.8
13 Jul 04,32400,4,135,42.4
13 Jul 04,36000,3,139,29.9
13 Jul 04,39600,3,134,19.1
13 Jul 04,43200,3,141,15.4
13 Jul 04,46800,2,112,13.3
13 Jul 04,50400,2,105,13.9
13 Jul 04,54000,1,72,19.4
13 Jul 04,57600,2,90,21.3
13 Jul 04,61200,3,126,18.3
13 Jul 04,64800,4,154,20.1
13 Jul 04,68400,5,173,24.1
13 Jul 04,72000,4,162,27.1
13 Jul 04,75600,3,128,28.5
13 Jul 04,79200,2,120,28.6
13 Jul 04,82800,2,111,31.1
14 Jul 04,0,1,89,33.8
14 Jul 04,3600,1,69,33.8
14 Jul 04,7200,1,70,38.4
14 Jul 04,10800,1,-200,42.6
14 Jul 04,14400,0,59,42.3
14 Jul 04,18000,1,73,49
14 Jul 04,21600,1,89,49.4
14 Jul 04,25200,5,142,46.5
14 Jul 04,28800,5,145,41.7
14 Jul 04,32400,4,156,36.4
14 Jul 04,36000,3,148,22.8
14 Jul 04,39600,2,122,17.1
14 Jul 04,43200,2,106,15
14 Jul 04,46800,2,106,16
14 Jul 04,50400,2,127,13.6
14 Jul 04,54000,2,113,13.8
14 Jul 04,57600,2,136,16.7
14 Jul 04,61200,3,153,13.3
14 Jul 04,64800,4,172,13.7
14 Jul 04,68400,5,190,18.4
14 Jul 04,72000,3,160,25
14 Jul 04,75600,3,159,26.6
14 Jul 04,79200,2,123,27.3
14 Jul 04,82800,1,101,30
15 Jul 04,0,2,116,34.9
15 Jul 04,3600,1,80,38.6
15 Jul 04,7200,1,51,38.3
15 Jul 04,10800,0,-200,42.6
15 Jul 04,18000,0,46,45.6
15 Jul 04,21600,1,64,47.1
15 Jul 04,25200,2,108,48.4
15 Jul 04,28800,4,151,47.9
15 Jul 04,32400,3,153,45.5
15 Jul 04,36000,2,116,38
15 Jul 04,39600,2,116,29.6
15 Jul 04,43200,2,130,24.7
15 Jul 04,46800,2,131,18.9
15 Jul 04,50400,2,131,18.1
15 Jul 04,54000,2,135,17.7
15 Jul 04,57600,2,152,18.1
15 Jul 04,61200,3,198,19.1
15 Jul 04,64800,4,183,20
15 Jul 04,68400,4,175,22.7
15 Jul 04,72000,5,193,26.2
15 Jul 04,75600,3,140,28.9
15 Jul 04,79200,3,128,31.6
15 Jul 04,82800,2,100,35.7
16 Jul 04,0,2,97,36.3
16 Jul 04,3600,1,67,36.9
16 Jul 04,7200,1,58,37.3
16 Jul 04,10800,0,-200,40.6
16 Jul 04,14400,0,45,42.2
16 Jul 04,18000,1,62,46.8
16 Jul 04,21600,1,59,45.9
16 Jul 04,25200,2,102,47.7
16 Jul 04,28800,4,154,46.6
16 Jul 04,32400,3,157,48.5
16 Jul 04,36000,2,138,33
16 Jul 04,39600,2,142,25.2
16 Jul 04,43200,2,125,19.9
16 Jul 04,46800,2,120,16.7
16 Jul 04,50400,2,150,14.3
16 Jul 04,54000,2,120,15.5
16 Jul 04,57600,2,173,16.5
16 Jul 04,61200,3,187,17.3
16 Jul 04,64800,4,206,17.7
16 Jul 04,68400,4,187,21.5
16 Jul 04,72000,4,170,25.6
16 Jul 04,75600,3,149,27.8
16 Jul 04,79200,2,124,30.5
16 Jul 04,82800,2,119,33.5
17 Jul 04,0,2,108,36.9
17 Jul 04,3600,2,93,39.2
17 Jul 04,7200,1,77,43
17 Jul 04,10800,1,-200,45.8
17 Jul 04,14400,1,76,45.9
17 Jul 04,18000,1,58,45
17 Jul 04,21600,1,63,46.5
17 Jul 04,25200,1,75,46.9
17 Jul 04,28800,2,111,43
17 Jul 04,32400,2,116,38.2
17 Jul 04,36000,2,138,26.9
17 Jul 04,39600,2,117,19.2
17 Jul 04,43200,2,94,17.2
17 Jul 04,46800,1,91,13.9
17 Jul 04,50400,1,60,12.6
17 Jul 04,54000,1,66,13.5
17 Jul 04,57600,1,87,13.1
17 Jul 04,61200,2,106,14.9
17 Jul 04,64800,2,94,17
17 Jul 04,68400,2,112,19.2
17 Jul 04,72000,2,120,21.6
17 Jul 04,75600,2,106,24.2
17 Jul 04,79200,2,112,27.6
17 Jul 04,82800,2,120,29.9
18 Jul 04,0,2,114,33
18 Jul 04,3600,1,70,33.1
18 Jul 04,7200,1,64,38.1
18 Jul 04,10800,1,-200,36.4
18 Jul 04,18000,1,50,45.6
18 Jul 04,21600,1,62,48.5
18 Jul 04,25200,0,53,45.5
18 Jul 04,28800,1,85,31
18 Jul 04,32400,1,102,34.8
18 Jul 04,36000,1,97,23.8
18 Jul 04,39600,1,91,16.3
18 Jul 04,43200,0,62,15
18 Jul 04,46800,0,57,13.7
18 Jul 04,50400,0,40,12.3
18 Jul 04,54000,0,60,11.9
18 Jul 04,57600,0,70,11.8
18 Jul 04,61200,0,53,13.6
18 Jul 04,64800,0,54,16.4
18 Jul 04,68400,1,58,20.2
18 Jul 04,72000,1,73,22.9
18 Jul 04,75600,1,99,24.8
18 Jul 04,79200,2,102,27
18 Jul 04,82800,1,101,30.4
19 Jul 04,0,0,77,30.6
19 Jul 04,3600,0,55,32.3
19 Jul 04,7200,0,51,33
19 Jul 04,14400,0,50,42.8
19 Jul 04,18000,0,75,46.3
19 Jul 04,21600,1,89,46.5
19 Jul 04,25200,2,112,43
19 Jul 04,28800,3,142,38.6
19 Jul 04,32400,2,145,34.9
19 Jul 04,36000,2,165,24.8
19 Jul 04,39600,2,159,18
21 Jul 04,64800,4,140,18.8
21 Jul 04,68400,4,163,25.5
21 Jul 04,72000,3,144,29.9
21 Jul 04,75600,3,120,33.2
21 Jul 04,79200,3,120,35.8
21 Jul 04,82800,4,106,39.1
22 Jul 04,0,2,95,43.3
22 Jul 04,3600,2,70,46.1
22 Jul 04,7200,1,67,47.1
22 Jul 04,10800,1,-200,51.4
22 Jul 04,14400,1,70,55.4
22 Jul 04,18000,1,50,50.6
22 Jul 04,21600,1,60,49.2
22 Jul 04,25200,4,127,50.9
22 Jul 04,36000,3,190,29.9
22 Jul 04,39600,2,127,22.9
22 Jul 04,43200,2,130,19
22 Jul 04,46800,2,125,15.8
22 Jul 04,50400,2,113,14.3
22 Jul 04,54000,2,143,13
22 Jul 04,57600,2,157,12.6
22 Jul 04,61200,3,170,14.8
22 Jul 04,64800,4,187,18.2
22 Jul 04,68400,4,181,21.3
22 Jul 04,72000,4,158,25.5
22 Jul 04,75600,2,112,30.4
22 Jul 04,79200,2,100,35.4
22 Jul 04,82800,2,105,38.7
23 Jul 04,0,3,107,38.7
23 Jul 04,3600,1,72,40.5
23 Jul 04,7200,1,59,39.8
23 Jul 04,10800,1,-200,48.5
23 Jul 04,14400,0,55,45.8
23 Jul 04,18000,1,70,51.5
23 Jul 04,21600,1,59,46.5
23 Jul 04,25200,3,95,48.3
23 Jul 04,28800,4,120,42.8
23 Jul 04,32400,4,133,37.6
23 Jul 04,36000,2,133,28.5
23 Jul 04,39600,2,120,22.9
23 Jul 04,43200,2,132,17.5
23 Jul 04,46800,2,135,14.6
23 Jul 04,50400,2,121,15.2
23 Jul 04,54000,2,123,13.8
23 Jul 04,57600,2,129,13.8
23 Jul 04,61200,2,129,16.5
23 Jul 04,64800,3,156,20.3
23 Jul 04,68400,3,131,24.1
23 Jul 04,72000,2,115,28.3
23 Jul 04,75600,1,79,33.9
23 Jul 04,79200,2,86,36.6
23 Jul 04,82800,2,91,38.4
24 Jul 04,0,2,99,39.9
24 Jul 04,3600,2,83,42.8
24 Jul 04,7200,1,74,44.5
24 Jul 04,10800,1,-200,46.6
24 Jul 04,14400,1,64,48.5
24 Jul 04,18000,1,61,52.2
24 Jul 04,21600,1,62,50.5
24 Jul 04,25200,1,65,49.1
24 Jul 04,28800,2,79,50.8
24 Jul 04,32400,2,90,46.9
24 Jul 04,36000,2,116,34.5
24 Jul 04,39600,2,89,26.5
24 Jul 04,43200,1,68,26.3
24 Jul 04,46800,1,53,27.1
24 Jul 04,50400,1,34,32.4
24 Jul 04,54000,1,38,28.8
24 Jul 04,57600,1,53,28.2
24 Jul 04,61200,1,62,29.6
24 Jul 04,64800,1,82,33.4
24 Jul 04,68400,1,88,37.9
24 Jul 04,72000,1,70,41.9
24 Jul 04,75600,1,53,45.9
24 Jul 04,79200,1,57,45.7
24 Jul 04,82800,2,73,47.1
25 Jul 04,0,2,83,69.3
25 Jul 04,3600,1,52,63.5
25 Jul 04,7200,1,52,56.9
25 Jul 04,10800,0,-200,53.1
25 Jul 04,18000,0,17,69.1
25 Jul 04,21600,0,28,64.4
25 Jul 04,25200,0,29,57.9
25 Jul 04,28800,0,37,56.9
25 Jul 04,32400,0,31,54.8
25 Jul 04,36000,1,46,47.4
25 Jul 04,39600,1,66,43.7
25 Jul 04,43200,1,54,42.6
25 Jul 04,46800,1,50,40.8
25 Jul 04,50400,1,44,38.6
25 Jul 04,54000,1,52,34.5
25 Jul 04,57600,1,37,36.3
25 Jul 04,61200,1,51,41.3
25 Jul 04,64800,1,78,47.5
25 Jul 04,68400,2,90,41.3
25 Jul 04,72000,2,110,41.6
25 Jul 04,75600,2,86,43.4
25 Jul 04,79200,2,88,44.1
25 Jul 04,82800,2,91,45.5
26 Jul 04,0,2,93,47.2
26 Jul 04,3600,1,68,48
26 Jul 04,7200,1,48,45.7
31 Jul 04,18000,1,49,54.6
31 Jul 04,21600,1,71,58.8
31 Jul 04,25200,1,71,53.4
31 Jul 04,28800,2,86,51
31 Jul 04,32400,3,125,47.1
31 Jul 04,36000,3,160,33.4
31 Jul 04,39600,3,174,28
31 Jul 04,43200,3,146,23.8
31 Jul 04,46800,2,127,20.5
31 Jul 04,50400,2,114,22
31 Jul 04,54000,1,65,20
31 Jul 04,57600,1,77,19.8
31 Jul 04,61200,1,68,20.7
31 Jul 04,64800,1,92,24.3
31 Jul 04,68400,2,104,30.9
31 Jul 04,72000,2,114,34.5
31 Jul 04,75600,2,105,37.7
31 Jul 04,79200,2,85,42.3
31 Jul 04,82800,2,92,44.6
01 Aug 04,0,2,82,47.5
01 Aug 04,3600,2,70,50.7
01 Aug 04,7200,1,40,53.9
01 Aug 04,10800,0,-200,58.7
01 Aug 04,14400,1,26,63.6
01 Aug 04,18000,0,21,59.4
01 Aug 04,21600,0,30,62
01 Aug 04,25200,0,21,63.1
01 Aug 04,28800,1,35,60.7
01 Aug 04,32400,1,36,52.4
01 Aug 04,36000,1,48,37.3
01 Aug 04,39600,1,39,31.3
01 Aug 04,43200,1,34,28.2
01 Aug 04,46800,0,33,20.2
01 Aug 04,50400,1,42,18.5
01 Aug 04,54000,1,85,17.7
01 Aug 04,57600,1,92,19.1
01 Aug 04,61200,1,84,19.8
01 Aug 04,64800,1,100,24.6
01 Aug 04,68400,1,95,32.7
01 Aug 04,72000,2,77,38.7
01 Aug 04,75600,2,85,42.7
01 Aug 04,79200,2,83,52.6
01 Aug 04,82800,2,88,55.5
02 Aug 04,0,2,68,57.1
02 Aug 04,3600,1,97,60.1
02 Aug 04,7200,1,51,61.6
02 Aug 04,10800,0,-200,62.8
02 Aug 04,14400,0,5,61.8
02 Aug 04,18000,0,35,62.4
02 Aug 04,21600,1,56,62.7
02 Aug 04,25200,2,110,58.9
02 Aug 04,32400,2,124,50.7
02 Aug 04,36000,2,115,36.9
02 Aug 04,39600,2,119,32.7
02 Aug 04,43200,2,107,29.2
02 Aug 04,46800,1,99,25.6
02 Aug 04,50400,1,95,26.4
02 Aug 04,54000,1,105,23.8
02 Aug 04,57600,1,117,22.2
02 Aug 04,61200,2,157,22.7
02 Aug 04,64800,2,173,25.7
02 Aug 04,68400,2,139,32.2
02 Aug 04,72000,2,116,38.2
02 Aug 04,75600,1,91,43.5
02 Aug 04,79200,0,98,46.2
02 Aug 04,82800,0,93,49.4
03 Aug 04,0,0,74,52.2
06 Aug 04,18000,1,57,75.5
06 Aug 04,21600,1,56,74.9
06 Aug 04,25200,2,72,75.9
06 Aug 04,28800,3,84,74.9
06 Aug 04,32400,3,97,66.2
06 Aug 04,36000,3,107,61.2
06 Aug 04,39600,3,117,48.4
06 Aug 04,43200,3,120,36
06 Aug 04,46800,2,110,29.8
06 Aug 04,50400,2,104,33.4
06 Aug 04,54000,2,110,33.3
06 Aug 04,57600,2,111,43.5
06 Aug 04,61200,1,64,40.6
06 Aug 04,64800,2,92,45.2
06 Aug 04,68400,3,114,49.9
06 Aug 04,72000,3,116,54.6
06 Aug 04,75600,2,94,58
06 Aug 04,79200,2,77,59.9
06 Aug 04,82800,2,74,63.5
07 Aug 04,0,1,62,65
07 Aug 04,3600,1,57,64.9
07 Aug 04,7200,1,45,58.6
07 Aug 04,10800,1,-200,63.3
07 Aug 04,14400,1,49,67.1
07 Aug 04,18000,0,45,61.2
07 Aug 04,21600,1,44,63.4
07 Aug 04,25200,1,43,62.6
07 Aug 04,28800,1,51,61.8
07 Aug 04,32400,2,84,56.2
07 Aug 04,36000,2,96,41.9
07 Aug 04,39600,2,88,34
07 Aug 04,43200,1,67,29.8
07 Aug 04,46800,1,64,24.7
07 Aug 04,50400,1,54,25.2
07 Aug 04,54000,1,56,21.1
07 Aug 04,57600,1,68,21.8
07 Aug 04,61200,1,67,29.5
07 Aug 04,64800,2,95,33.4
07 Aug 04,68400,2,86,37.4
07 Aug 04,72000,2,93,41.7
07 Aug 04,75600,1,68,47.4
07 Aug 04,79200,2,95,49.4
07 Aug 04,82800,2,93,51.2
08 Aug 04,0,2,69,54.1
08 Aug 04,3600,1,55,55.1
08 Aug 04,7200,1,39,57.3
08 Aug 04,10800,1,-200,61.8
08 Aug 04,14400,1,33,61.2
08 Aug 04,18000,1,29,61.3
08 Aug 04,21600,1,36,61.7
08 Aug 04,25200,1,38,58.4
08 Aug 04,28800,1,47,56.6
08 Aug 04,32400,1,64,51.3
08 Aug 04,36000,1,49,45.9
08 Aug 04,39600,1,64,52.4
08 Aug 04,43200,1,79,68
08 Aug 04,46800,1,45,40.3
08 Aug 04,50400,1,30,38.9
08 Aug 04,54000,1,35,37.3
08 Aug 04,57600,1,37,32.1
08 Aug 04,61200,1,46,31.1
08 Aug 04,64800,1,54,32.1
08 Aug 04,68400,2,79,38.8
08 Aug 04,72000,2,79,46.1
08 Aug 04,75600,2,98,50.6
08 Aug 04,79200,2,93,54.7
08 Aug 04,82800,2,89,56.4
09 Aug 04,0,1,57,60.4
09 Aug 04,3600,1,51,61.6
09 Aug 04,7200,1,39,63.5
09 Aug 04,10800,0,-200,65.1
09 Aug 04,18000,1,46,68
09 Aug 04,21600,1,55,67.5
09 Aug 04,25200,2,63,63.3
09 Aug 04,28800,2,42,59.7
09 Aug 04,32400,2,5,52.5
09 Aug 04,36000,1,39,38.9
09 Aug 04,39600,1,39,34.1
09 Aug 04,43200,2,71,31.5
09 Aug 04,46800,1,65,31.5
09 Aug 04,50400,1,71,32.3
09 Aug 04,54000,2,72,31.9
09 Aug 04,57600,1,76,-200
09 Aug 04,61200,2,75,-200
09 Aug 04,64800,2,86,-200
09 Aug 04,68400,2,96,-200
09 Aug 04,72000,2,95,41.7
09 Aug 04,75600,2,74,45.9
09 Aug 04,79200,2,76,51.1
09 Aug 04,82800,1,66,54.4
10 Aug 04,0,1,49,55
10 Aug 04,3600,1,29,51.6
10 Aug 04,7200,0,11,56.5
10 Aug 04,10800,0,-200,65
10 Aug 04,14400,0,25,63.6
10 Aug 04,18000,1,34,67.4
10 Aug 04,21600,1,42,65.7
10 Aug 04,25200,2,47,61.3
10 Aug 04,28800,3,62,55.8
10 Aug 04,32400,3,81,48.5
10 Aug 04,36000,3,90,35.7
10 Aug 04,39600,2,95,28.9
10 Aug 04,43200,2,86,23.7
10 Aug 04,46800,1,64,23.7
10 Aug 04,50400,1,62,24
10 Aug 04,54000,1,75,23.3
10 Aug 04,57600,1,88,25.4
10 Aug 04,61200,2,126,23.3
10 Aug 04,64800,2,96,24.7
10 Aug 04,68400,2,79,35.9
10 Aug 04,72000,2,67,43.6
10 Aug 04,75600,2,62,48.1
10 Aug 04,79200,2,64,50.6
10 Aug 04,82800,2,63,52
11 Aug 04,0,2,60,55
11 Aug 04,3600,1,49,59.1
11 Aug 04,7200,1,36,60.7
11 Aug 04,10800,0,-200,60.3
11 Aug 04,14400,0,24,61.6
11 Aug 04,18000,1,32,63.6
11 Aug 04,21600,1,42,63.7
11 Aug 04,25200,1,42,60.5
11 Aug 04,28800,2,51,56.5
11 Aug 04,32400,2,58,51.1
11 Aug 04,36000,2,67,41
11 Aug 04,39600,2,68,38.1
11 Aug 04,43200,1,56,34.9
11 Aug 04,46800,1,47,30.7
11 Aug 04,50400,1,46,30.8
11 Aug 04,54000,1,50,25.4
11 Aug 04,57600,1,65,25.8
11 Aug 04,61200,2,69,29.9
11 Aug 04,64800,1,63,31.1
11 Aug 04,68400,2,69,34.5
11 Aug 04,72000,1,57,40.7
11 Aug 04,75600,2,59,45
11 Aug 04,79200,1,54,50
11 Aug 04,82800,2,57,54.1
12 Aug 04,0,2,46,57.8
12 Aug 04,3600,1,65,60.6
12 Aug 04,7200,1,62,64.5
12 Aug 04,10800,1,-200,63.5
12 Aug 04,18000,1,37,64.6
12 Aug 04,21600,1,41,60.6
12 Aug 04,25200,2,60,61.7
12 Aug 04,28800,2,65,60.1
12 Aug 04,32400,2,71,53.1
12 Aug 04,36000,2,61,39.9
12 Aug 04,39600,2,65,39.2
12 Aug 04,43200,1,54,35.1
12 Aug 04,46800,1,58,30.5
12 Aug 04,50400,1,56,32.1
12 Aug 04,54000,1,60,28
12 Aug 04,57600,1,69,26.3
12 Aug 04,61200,1,67,27.2
12 Aug 04,64800,2,79,31.2
12 Aug 04,68400,2,86,38.7
12 Aug 04,72000,2,79,45.1
12 Aug 04,75600,1,67,50.2
12 Aug 04,79200,1,65,53.7
12 Aug 04,82800,2,67,57.4
13 Aug 04,0,1,62,59.4
13 Aug 04,3600,1,48,59.3
13 Aug 04,7200,1,33,61
13 Aug 04,10800,0,-200,62.7
13 Aug 04,14400,0,11,63.1
13 Aug 04,18000,0,34,60.3
13 Aug 04,21600,1,52,67.1
13 Aug 04,25200,2,80,61.9
13 Aug 04,28800,2,86,57.5
13 Aug 04,32400,1,77,44.4
13 Aug 04,36000,2,93,35.1
13 Aug 04,39600,1,109,29
13 Aug 04,43200,1,89,27.7
13 Aug 04,46800,1,71,27.4
13 Aug 04,50400,1,56,28.8
13 Aug 04,54000,1,68,20.5
13 Aug 04,57600,1,61,22.4
13 Aug 04,61200,1,70,25.2
13 Aug 04,64800,1,76,28.2
13 Aug 04,68400,1,78,34.4
13 Aug 04,72000,1,80,41.1
13 Aug 04,75600,1,71,47.5
13 Aug 04,79200,1,74,50.4
13 Aug 04,82800,1,90,52.9
14 Aug 04,0,1,78,54.6
14 Aug 04,3600,1,63,55.7
14 Aug 04,7200,1,42,55.2
14 Aug 04,10800,0,-200,56
14 Aug 04,14400,0,27,55
14 Aug 04,18000,0,29,53.5
14 Aug 04,21600,0,41,55.9
14 Aug 04,25200,1,61,57.2
14 Aug 04,28800,1,68,53.2
14 Aug 04,32400,1,58,43.4
14 Aug 04,36000,1,52,35.5
14 Aug 04,39600,1,57,29
14 Aug 04,43200,1,51,27.6
14 Aug 04,46800,1,53,24.1
14 Aug 04,50400,1,49,24.5
14 Aug 04,54000,1,44,19.6
14 Aug 04,57600,1,48,20.2
14 Aug 04,61200,1,46,27.1
14 Aug 04,64800,1,56,32.1
14 Aug 04,68400,1,73,38.2
14 Aug 04,72000,1,85,41.8
14 Aug 04,75600,1,72,45.9
14 Aug 04,79200,1,53,48.2
14 Aug 04,82800,1,47,49.5
15 Aug 04,0,1,37,50.8
15 Aug 04,3600,0,34,52.5
15 Aug 04,7200,0,33,55.4
15 Aug 04,10800,0,-200,57.5
15 Aug 04,18000,0,27,61.8
15 Aug 04,21600,0,27,59.2
15 Aug 04,25200,0,28,58.4
15 Aug 04,28800,1,36,56.3
15 Aug 04,32400,1,59,50.1
15 Aug 04,36000,1,56,34
15 Aug 04,39600,1,70,25.7
15 Aug 04,43200,1,36,19.8
15 Aug 04,46800,1,17,20.5
15 Aug 04,50400,0,14,18.4
15 Aug 04,54000,0,24,16.9
15 Aug 04,57600,0,36,15.9
15 Aug 04,61200,1,43,17.1
15 Aug 04,64800,1,60,21.9
15 Aug 04,68400,1,81,24.6
15 Aug 04,72000,1,87,28.4
15 Aug 04,75600,1,85,30.5
15 Aug 04,79200,2,91,34.4
15 Aug 04,82800,1,55,34.1
16 Aug 04,0,1,42,35.2
16 Aug 04,3600,1,43,39.7
16 Aug 04,7200,0,20,41.5
16 Aug 04,10800,0,-200,39.8
16 Aug 04,14400,0,23,41.9
16 Aug 04,18000,0,43,45.6
16 Aug 04,21600,1,68,47
16 Aug 04,25200,1,62,45
16 Aug 04,28800,2,65,40.8
16 Aug 04,32400,2,93,32.4
16 Aug 04,36000,2,110,20.1
16 Aug 04,39600,1,106,17
16 Aug 04,43200,1,77,14.7
16 Aug 04,46800,1,60,14.6
16 Aug 04,50400,1,67,17.8
16 Aug 04,54000,1,57,16.4
16 Aug 04,57600,1,60,15.3
16 Aug 04,61200,1,69,15.8
16 Aug 04,64800,1,77,22.3
16 Aug 04,68400,1,77,28.2
16 Aug 04,72000,2,87,30.9
16 Aug 04,75600,1,88,32.1
16 Aug 04,79200,1,84,34.9
16 Aug 04,82800,1,65,36.6
17 Aug 04,0,1,54,40.7
17 Aug 04,3600,1,37,36.7
17 Aug 04,7200,0,36,43.8
17 Aug 04,10800,0,-200,49
17 Aug 04,14400,0,29,48.3
17 Aug 04,18000,0,25,49.2
17 Aug 04,21600,1,41,53.9
17 Aug 04,25200,2,68,52.3
17 Aug 04,28800,2,82,47.8
17 Aug 04,32400,2,137,40.7
17 Aug 04,36000,2,119,28.2
18 Aug 04,57600,1,71,27.1
18 Aug 04,61200,2,78,26.2
18 Aug 04,64800,2,72,26.8
18 Aug 04,68400,2,74,32.8
18 Aug 04,72000,2,70,39.5
18 Aug 04,75600,1,55,44.7
18 Aug 04,79200,1,54,48.4
18 Aug 04,82800,1,53,52.9
19 Aug 04,0,1,46,53
19 Aug 04,3600,1,38,52.6
19 Aug 04,7200,1,30,49.5
19 Aug 04,10800,0,-200,49
19 Aug 04,14400,0,16,52.5
19 Aug 04,18000,0,12,53
19 Aug 04,21600,1,38,54.4
19 Aug 04,25200,1,56,52.1
19 Aug 04,28800,1,57,48.5
19 Aug 04,32400,1,39,42.9
19 Aug 04,36000,1,47,39.4
19 Aug 04,39600,1,35,30.9
19 Aug 04,43200,1,44,30.6
19 Aug 04,46800,1,43,27.7
19 Aug 04,50400,1,34,27.2
19 Aug 04,54000,1,36,24.3
19 Aug 04,57600,1,44,23.8
19 Aug 04,61200,2,63,24.2
19 Aug 04,64800,2,60,29.1
19 Aug 04,68400,2,66,37.1
19 Aug 04,72000,2,68,43.6
23 Aug 04,32400,2,-200,41.7
23 Aug 04,39600,2,83,24.9
23 Aug 04,43200,1,64,23.5
23 Aug 04,46800,1,50,22.5
23 Aug 04,50400,1,53,21.6
23 Aug 04,54000,1,57,18.4
23 Aug 04,57600,1,55,15.4
23 Aug 04,61200,2,70,16.2
23 Aug 04,64800,2,68,20.9
23 Aug 04,68400,2,73,26.5
23 Aug 04,72000,2,92,28.3
23 Aug 04,75600,1,80,30.7
23 Aug 04,79200,1,60,30.6
23 Aug 04,82800,1,49,33.1
24 Aug 04,0,1,53,37.9
24 Aug 04,3600,1,50,43.1
24 Aug 04,7200,1,34,41.2
24 Aug 04,10800,0,-200,43.8
24 Aug 04,14400,0,21,42.6
24 Aug 04,18000,1,48,47.1
24 Aug 04,21600,1,71,47.8
24 Aug 04,25200,2,94,45.5
24 Aug 04,28800,2,118,41.1
24 Aug 04,32400,2,105,36.6
24 Aug 04,36000,2,122,26.2
24 Aug 04,39600,2,121,21.8
24 Aug 04,43200,2,115,17.9
24 Aug 04,46800,1,107,18.2
24 Aug 04,50400,1,86,22.8
24 Aug 04,54000,2,118,19.5
24 Aug 04,57600,2,129,17.9
24 Aug 04,61200,2,90,20.9
24 Aug 04,64800,2,87,30
24 Aug 04,68400,1,65,43.4
24 Aug 04,72000,1,61,50.4
24 Aug 04,75600,1,62,50.4
24 Aug 04,79200,2,85,48
24 Aug 04,82800,2,83,49.6
25 Aug 04,0,2,84,48
25 Aug 04,3600,1,71,50.6
25 Aug 04,7200,1,62,53.2
25 Aug 04,10800,0,-200,50.9
25 Aug 04,14400,1,40,56.1
25 Aug 04,18000,1,50,55.5
25 Aug 04,21600,1,78,54.2
25 Aug 04,25200,2,89,52.9
25 Aug 04,28800,4,106,50.8
25 Aug 04,32400,3,107,47.4
25 Aug 04,36000,2,93,43.2
25 Aug 04,39600,2,95,41.9
25 Aug 04,43200,2,78,36
25 Aug 04,46800,2,76,34.1
25 Aug 04,50400,1,66,30.6
25 Aug 04,54000,1,71,28.5
25 Aug 04,57600,1,61,28.3
25 Aug 04,61200,2,73,29.4
25 Aug 04,64800,1,54,34.1
25 Aug 04,68400,1,53,42.1
25 Aug 04,72000,1,69,35.6
25 Aug 04,75600,1,77,30
25 Aug 04,79200,1,83,37.3
25 Aug 04,82800,2,94,40.8
26 Aug 04,0,2,84,43.3
26 Aug 04,3600,1,55,45.3
26 Aug 04,7200,1,35,44
26 Aug 04,10800,0,-200,44.8
26 Aug 04,18000,0,45,46.7
26 Aug 04,21600,1,59,-200
